Driver,Team,GridPosition,Position,ClassifiedPosition,Status,Points,Season,Race,RoundNumber
BOT,Kick Sauber,16.0,17.0,17,Lapped,0.0,2024,Saudi Arabian Grand Prix,2
ZHO,Kick Sauber,20.0,18.0,18,Lapped,0.0,2024,Saudi Arabian Grand Prix,2
STR,Aston Martin,10.0,19.0,R,Retired,0.0,2024,Saudi Arabian Grand Prix,2
GAS,Alpine,18.0,20.0,R,Retired,0.0,2024,Saudi Arabian Grand Prix,2
SAI,Ferrari,2.0,1.0,1,Finished,25.0,2024,Australian Grand Prix,3
LEC,Ferrari,4.0,2.0,2,Finished,19.0,2024,Australian Grand Prix,3
NOR,McLaren,3.0,3.0,3,Finished,15.0,2024,Australian Grand Prix,3
PIA,McLaren,5.0,4.0,4,Finished,12.0,2024,Australian Grand Prix,3
PER,Red Bull Racing,6.0,5.0,5,Finished,10.0,2024,Australian Grand Prix,3
STR,Aston Martin,9.0,6.0,6,Finished,8.0,2024,Australian Grand Prix,3
TSU,RB,8.0,7.0,7,Finished,6.0,2024,Australian Grand Prix,3
ALO,Aston Martin,10.0,8.0,8,Finished,4.0,2024,Australian Grand Prix,3
HUL,Haas F1 Team,16.0,9.0,9,Finished,2.0,2024,Australian Grand Prix,3
MAG,Haas F1 Team,14.0,10.0,10,Lapped,1.0,2024,Australian Grand Prix,3
ALB,Williams,12.0,11.0,11,Lapped,0.0,2024,Australian Grand Prix,3
RIC,RB,18.0,12.0,12,Lapped,0.0,2024,Australian Grand Prix,3
GAS,Alpine,17.0,13.0,13,Lapped,0.0,2024,Australian Grand Prix,3
BOT,Kick Sauber,13.0,14.0,14,Lapped,0.0,2024,Australian Grand Prix,3
ZHO,Kick Sauber,19.0,15.0,15,Lapped,0.0,2024,Australian Grand Prix,3
OCO,Alpine,15.0,16.0,16,Lapped,0.0,2024,Australian Grand Prix,3
RUS,Mercedes,7.0,17.0,17,Retired,0.0,2024,Australian Grand Prix,3
HAM,Mercedes,11.0,18.0,R,Retired,0.0,2024,Australian Grand Prix,3
VER,Red Bull Racing,1.0,19.0,R,Retired,0.0,2024,Australian Grand Prix,3
VER,Red Bull Racing,1.0,1.0,1,Finished,26.0,2024,Japanese Grand Prix,4
PER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2024,Japanese Grand Prix,4
SAI,Ferrari,4.0,3.0,3,Finished,15.0,2024,Japanese Grand Prix,4
LEC,Ferrari,8.0,4.0,4,Finished,12.0,2024,Japanese Grand Prix,4
NOR,McLaren,3.0,5.0,5,Finished,10.0,2024,Japanese Grand Prix,4
ALO,Aston Martin,5.0,6.0,6,Finished,8.0,2024,Japanese Grand Prix,4
RUS,Mercedes,9.0,7.0,7,Finished,6.0,2024,Japanese Grand Prix,4
PIA,McLaren,6.0,8.0,8,Finished,4.0,2024,Japanese Grand Prix,4
HAM,Mercedes,7.0,9.0,9,Finished,2.0,2024,Japanese Grand Prix,4
TSU,RB,10.0,10.0,10,Lapped,1.0,2024,Japanese Grand Prix,4
HUL,Haas F1 Team,12.0,11.0,11,Lapped,0.0,2024,Japanese Grand Prix,4
STR,Aston Martin,16.0,12.0,12,Lapped,0.0,2024,Japanese Grand Prix,4
MAG,Haas F1 Team,18.0,13.0,13,Lapped,0.0,2024,Japanese Grand Prix,4
BOT,Kick Sauber,13.0,14.0,14,Lapped,0.0,2024,Japanese Grand Prix,4
OCO,Alpine,15.0,15.0,15,Lapped,0.0,2024,Japanese Grand Prix,4
GAS,Alpine,17.0,16.0,16,Lapped,0.0,2024,Japanese Grand Prix,4
SAR,Williams,19.0,17.0,17,Lapped,0.0,2024,Japanese Grand Prix,4
ZHO,Kick Sauber,20.0,18.0,R,Retired,0.0,2024,Japanese Grand Prix,4
RIC,RB,11.0,19.0,R,Retired,0.0,2024,Japanese Grand Prix,4
ALB,Williams,14.0,20.0,R,Retired,0.0,2024,Japanese Grand Prix,4
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2024,Chinese Grand Prix,5
NOR,McLaren,4.0,2.0,2,Finished,18.0,2024,Chinese Grand Prix,5
PER,Red Bull Racing,2.0,3.0,3,Finished,15.0,2024,Chinese Grand Prix,5
LEC,Ferrari,6.0,4.0,4,Finished,12.0,2024,Chinese Grand Prix,5
SAI,Ferrari,7.0,5.0,5,Finished,10.0,2024,Chinese Grand Prix,5
RUS,Mercedes,8.0,6.0,6,Finished,8.0,2024,Chinese Grand Prix,5
ALO,Aston Martin,3.0,7.0,7,Finished,7.0,2024,Chinese Grand Prix,5
PIA,McLaren,5.0,8.0,8,Finished,4.0,2024,Chinese Grand Prix,5
HAM,Mercedes,18.0,9.0,9,Finished,2.0,2024,Chinese Grand Prix,5
HUL,Haas F1 Team,9.0,10.0,10,Finished,1.0,2024,Chinese Grand Prix,5
OCO,Alpine,13.0,11.0,11,Finished,0.0,2024,Chinese Grand Prix,5
ALB,Williams,14.0,12.0,12,Finished,0.0,2024,Chinese Grand Prix,5
GAS,Alpine,15.0,13.0,13,Finished,0.0,2024,Chinese Grand Prix,5
ZHO,Kick Sauber,16.0,14.0,14,Finished,0.0,2024,Chinese Grand Prix,5
STR,Aston Martin,11.0,15.0,15,Finished,0.0,2024,Chinese Grand Prix,5
MAG,Haas F1 Team,17.0,16.0,16,Finished,0.0,2024,Chinese Grand Prix,5
SAR,Williams,20.0,17.0,17,Finished,0.0,2024,Chinese Grand Prix,5
RIC,RB,12.0,18.0,R,Retired,0.0,2024,Chinese Grand Prix,5
TSU,RB,19.0,19.0,R,Retired,0.0,2024,Chinese Grand Prix,5
BOT,Kick Sauber,10.0,20.0,R,Retired,0.0,2024,Chinese Grand Prix,5
NOR,McLaren,5.0,1.0,1,Finished,25.0,2024,Miami Grand Prix,6
VER,Red Bull Racing,1.0,2.0,2,Finished,18.0,2024,Miami Grand Prix,6
LEC,Ferrari,2.0,3.0,3,Finished,15.0,2024,Miami Grand Prix,6
PER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2024,Miami Grand Prix,6
SAI,Ferrari,3.0,5.0,5,Finished,10.0,2024,Miami Grand Prix,6
HAM,Mercedes,8.0,6.0,6,Finished,8.0,2024,Miami Grand Prix,6
TSU,RB,10.0,7.0,7,Finished,6.0,2024,Miami Grand Prix,6
RUS,Mercedes,7.0,8.0,8,Finished,4.0,2024,Miami Grand Prix,6
ALO,Aston Martin,15.0,9.0,9,Finished,2.0,2024,Miami Grand Prix,6
OCO,Alpine,13.0,10.0,10,Finished,1.0,2024,Miami Grand Prix,6
HUL,Haas F1 Team,9.0,11.0,11,Finished,0.0,2024,Miami Grand Prix,6
GAS,Alpine,12.0,12.0,12,Finished,0.0,2024,Miami Grand Prix,6
PIA,McLaren,6.0,13.0,13,Finished,0.0,2024,Miami Grand Prix,6
ZHO,Kick Sauber,19.0,14.0,14,Finished,0.0,2024,Miami Grand Prix,6
RIC,RB,20.0,15.0,15,Finished,0.0,2024,Miami Grand Prix,6
BOT,Kick Sauber,16.0,16.0,16,Finished,0.0,2024,Miami Grand Prix,6
STR,Aston Martin,11.0,17.0,17,Finished,0.0,2024,Miami Grand Prix,6
ALB,Williams,14.0,18.0,18,Finished,0.0,2024,Miami Grand Prix,6
MAG,Haas F1 Team,18.0,19.0,19,Finished,0.0,2024,Miami Grand Prix,6
SAR,Williams,17.0,20.0,R,Retired,0.0,2024,Miami Grand Prix,6
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2024,Emilia Romagna Grand Prix,7
NOR,McLaren,2.0,2.0,2,Finished,18.0,2024,Emilia Romagna Grand Prix,7
LEC,Ferrari,3.0,3.0,3,Finished,15.0,2024,Emilia Romagna Grand Prix,7
PIA,McLaren,5.0,4.0,4,Finished,12.0,2024,Emilia Romagna Grand Prix,7
SAI,Ferrari,4.0,5.0,5,Finished,10.0,2024,Emilia Romagna Grand Prix,7
HAM,Mercedes,8.0,6.0,6,Finished,8.0,2024,Emilia Romagna Grand Prix,7
RUS,Mercedes,6.0,7.0,7,Finished,7.0,2024,Emilia Romagna Grand Prix,7
PER,Red Bull Racing,11.0,8.0,8,Finished,4.0,2024,Emilia Romagna Grand Prix,7
STR,Aston Martin,13.0,9.0,9,Finished,2.0,2024,Emilia Romagna Grand Prix,7
TSU,RB,7.0,10.0,10,Lapped,1.0,2024,Emilia Romagna Grand Prix,7
HUL,Haas F1 Team,10.0,11.0,11,Lapped,0.0,2024,Emilia Romagna Grand Prix,7
MAG,Haas F1 Team,18.0,12.0,12,Lapped,0.0,2024,Emilia Romagna Grand Prix,7
RIC,RB,9.0,13.0,13,Lapped,0.0,2024,Emilia Romagna Grand Prix,7
OCO,Alpine,12.0,14.0,14,Lapped,0.0,2024,Emilia Romagna Grand Prix,7
ZHO,Kick Sauber,17.0,15.0,15,Lapped,0.0,2024,Emilia Romagna Grand Prix,7
GAS,Alpine,15.0,16.0,16,Lapped,0.0,2024,Emilia Romagna Grand Prix,7
SAR,Williams,19.0,17.0,17,Lapped,0.0,2024,Emilia Romagna Grand Prix,7
BOT,Kick Sauber,16.0,18.0,18,Lapped,0.0,2024,Emilia Romagna Grand Prix,7
ALO,Aston Martin,20.0,19.0,19,Lapped,0.0,2024,Emilia Romagna Grand Prix,7
ALB,Williams,14.0,20.0,R,Retired,0.0,2024,Emilia Romagna Grand Prix,7
LEC,Ferrari,1.0,1.0,1,Finished,25.0,2024,Monaco Grand Prix,8
PIA,McLaren,2.0,2.0,2,Finished,18.0,2024,Monaco Grand Prix,8
SAI,Ferrari,3.0,3.0,3,Finished,15.0,2024,Monaco Grand Prix,8
NOR,McLaren,4.0,4.0,4,Finished,12.0,2024,Monaco Grand Prix,8
RUS,Mercedes,5.0,5.0,5,Finished,10.0,2024,Monaco Grand Prix,8
VER,Red Bull Racing,6.0,6.0,6,Finished,8.0,2024,Monaco Grand Prix,8
HAM,Mercedes,7.0,7.0,7,Finished,7.0,2024,Monaco Grand Prix,8
TSU,RB,8.0,8.0,8,Lapped,4.0,2024,Monaco Grand Prix,8
ALB,Williams,9.0,9.0,9,Lapped,2.0,2024,Monaco Grand Prix,8
GAS,Alpine,10.0,10.0,10,Lapped,1.0,2024,Monaco Grand Prix,8
ALO,Aston Martin,14.0,11.0,11,Lapped,0.0,2024,Monaco Grand Prix,8
RIC,RB,12.0,12.0,12,Lapped,0.0,2024,Monaco Grand Prix,8
BOT,Kick Sauber,17.0,13.0,13,Lapped,0.0,2024,Monaco Grand Prix,8
STR,Aston Martin,13.0,14.0,14,Lapped,0.0,2024,Monaco Grand Prix,8
SAR,Williams,15.0,15.0,15,Lapped,0.0,2024,Monaco Grand Prix,8
ZHO,Kick Sauber,18.0,16.0,16,Lapped,0.0,2024,Monaco Grand Prix,8
OCO,Alpine,11.0,17.0,R,Retired,0.0,2024,Monaco Grand Prix,8
PER,Red Bull Racing,16.0,18.0,R,Retired,0.0,2024,Monaco Grand Prix,8
HUL,Haas F1 Team,19.0,19.0,R,Retired,0.0,2024,Monaco Grand Prix,8
MAG,Haas F1 Team,20.0,20.0,R,Retired,0.0,2024,Monaco Grand Prix,8
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2024,Canadian Grand Prix,9
NOR,McLaren,3.0,2.0,2,Finished,18.0,2024,Canadian Grand Prix,9
RUS,Mercedes,1.0,3.0,3,Finished,15.0,2024,Canadian Grand Prix,9
HAM,Mercedes,7.0,4.0,4,Finished,13.0,2024,Canadian Grand Prix,9
PIA,McLaren,4.0,5.0,5,Finished,10.0,2024,Canadian Grand Prix,9
ALO,Aston Martin,6.0,6.0,6,Finished,8.0,2024,Canadian Grand Prix,9
STR,Aston Martin,9.0,7.0,7,Finished,6.0,2024,Canadian Grand Prix,9
RIC,RB,5.0,8.0,8,Finished,4.0,2024,Canadian Grand Prix,9
GAS,Alpine,15.0,9.0,9,Finished,2.0,2024,Canadian Grand Prix,9
OCO,Alpine,18.0,10.0,10,Finished,1.0,2024,Canadian Grand Prix,9
HUL,Haas F1 Team,17.0,11.0,11,Finished,0.0,2024,Canadian Grand Prix,9
MAG,Haas F1 Team,14.0,12.0,12,Finished,0.0,2024,Canadian Grand Prix,9
BOT,Kick Sauber,19.0,13.0,13,Finished,0.0,2024,Canadian Grand Prix,9
TSU,RB,8.0,14.0,14,Finished,0.0,2024,Canadian Grand Prix,9
ZHO,Kick Sauber,20.0,15.0,15,Lapped,0.0,2024,Canadian Grand Prix,9
SAI,Ferrari,12.0,16.0,R,Retired,0.0,2024,Canadian Grand Prix,9
ALB,Williams,10.0,17.0,R,Retired,0.0,2024,Canadian Grand Prix,9
PER,Red Bull Racing,16.0,18.0,R,Retired,0.0,2024,Canadian Grand Prix,9
LEC,Ferrari,11.0,19.0,R,Retired,0.0,2024,Canadian Grand Prix,9
SAR,Williams,13.0,20.0,R,Retired,0.0,2024,Canadian Grand Prix,9
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2024,Spanish Grand Prix,10
NOR,McLaren,1.0,2.0,2,Finished,19.0,2024,Spanish Grand Prix,10
HAM,Mercedes,3.0,3.0,3,Finished,15.0,2024,Spanish Grand Prix,10
RUS,Mercedes,4.0,4.0,4,Finished,12.0,2024,Spanish Grand Prix,10
LEC,Ferrari,5.0,5.0,5,Finished,10.0,2024,Spanish Grand Prix,10
SAI,Ferrari,6.0,6.0,6,Finished,8.0,2024,Spanish Grand Prix,10
PIA,McLaren,9.0,7.0,7,Finished,6.0,2024,Spanish Grand Prix,10
PER,Red Bull Racing,11.0,8.0,8,Finished,4.0,2024,Spanish Grand Prix,10
GAS,Alpine,7.0,9.0,9,Finished,2.0,2024,Spanish Grand Prix,10
OCO,Alpine,8.0,10.0,10,Finished,1.0,2024,Spanish Grand Prix,10
HUL,Haas F1 Team,13.0,11.0,11,Finished,0.0,2024,Spanish Grand Prix,10
ALO,Aston Martin,10.0,12.0,12,Lapped,0.0,2024,Spanish Grand Prix,10
ZHO,Kick Sauber,15.0,13.0,13,Lapped,0.0,2024,Spanish Grand Prix,10
STR,Aston Martin,14.0,14.0,14,Lapped,0.0,2024,Spanish Grand Prix,10
RIC,RB,18.0,15.0,15,Lapped,0.0,2024,Spanish Grand Prix,10
BOT,Kick Sauber,12.0,16.0,16,Lapped,0.0,2024,Spanish Grand Prix,10
MAG,Haas F1 Team,16.0,17.0,17,Lapped,0.0,2024,Spanish Grand Prix,10
ALB,Williams,20.0,18.0,18,Lapped,0.0,2024,Spanish Grand Prix,10
TSU,RB,17.0,19.0,19,Lapped,0.0,2024,Spanish Grand Prix,10
SAR,Williams,19.0,20.0,20,Lapped,0.0,2024,Spanish Grand Prix,10
RUS,Mercedes,3.0,1.0,1,Finished,25.0,2024,Austrian Grand Prix,11
PIA,McLaren,7.0,2.0,2,Finished,18.0,2024,Austrian Grand Prix,11
SAI,Ferrari,4.0,3.0,3,Finished,15.0,2024,Austrian Grand Prix,11
HAM,Mercedes,5.0,4.0,4,Finished,12.0,2024,Austrian Grand Prix,11
VER,Red Bull Racing,1.0,5.0,5,Finished,10.0,2024,Austrian Grand Prix,11
HUL,Haas F1 Team,9.0,6.0,6,Finished,8.0,2024,Austrian Grand Prix,11
PER,Red Bull Racing,8.0,7.0,7,Finished,6.0,2024,Austrian Grand Prix,11
MAG,Haas F1 Team,12.0,8.0,8,Finished,4.0,2024,Austrian Grand Prix,11
RIC,RB,11.0,9.0,9,Finished,2.0,2024,Austrian Grand Prix,11
GAS,Alpine,13.0,10.0,10,Finished,1.0,2024,Austrian Grand Prix,11
LEC,Ferrari,6.0,11.0,11,Finished,0.0,2024,Austrian Grand Prix,11
OCO,Alpine,10.0,12.0,12,Finished,0.0,2024,Austrian Grand Prix,11
STR,Aston Martin,17.0,13.0,13,Lapped,0.0,2024,Austrian Grand Prix,11
TSU,RB,14.0,14.0,14,Lapped,0.0,2024,Austrian Grand Prix,11
ALB,Williams,16.0,15.0,15,Lapped,0.0,2024,Austrian Grand Prix,11
BOT,Kick Sauber,18.0,16.0,16,Lapped,0.0,2024,Austrian Grand Prix,11
ZHO,Kick Sauber,20.0,17.0,17,Lapped,0.0,2024,Austrian Grand Prix,11
ALO,Aston Martin,15.0,18.0,18,Lapped,0.0,2024,Austrian Grand Prix,11
SAR,Williams,19.0,19.0,19,Lapped,0.0,2024,Austrian Grand Prix,11
NOR,McLaren,2.0,20.0,20,Lapped,0.0,2024,Austrian Grand Prix,11
HAM,Mercedes,2.0,1.0,1,Finished,25.0,2024,British Grand Prix,12
VER,Red Bull Racing,4.0,2.0,2,Finished,18.0,2024,British Grand Prix,12
NOR,McLaren,3.0,3.0,3,Finished,15.0,2024,British Grand Prix,12
PIA,McLaren,5.0,4.0,4,Finished,12.0,2024,British Grand Prix,12
SAI,Ferrari,7.0,5.0,5,Finished,11.0,2024,British Grand Prix,12
HUL,Haas F1 Team,6.0,6.0,6,Finished,8.0,2024,British Grand Prix,12
STR,Aston Martin,8.0,7.0,7,Finished,6.0,2024,British Grand Prix,12
ALO,Aston Martin,10.0,8.0,8,Finished,4.0,2024,British Grand Prix,12
ALB,Williams,9.0,9.0,9,Finished,2.0,2024,British Grand Prix,12
TSU,RB,13.0,10.0,10,Finished,1.0,2024,British Grand Prix,12
SAR,Williams,12.0,11.0,11,Finished,0.0,2024,British Grand Prix,12
MAG,Haas F1 Team,17.0,12.0,12,Finished,0.0,2024,British Grand Prix,12
RIC,RB,15.0,13.0,13,Lapped,0.0,2024,British Grand Prix,12
LEC,Ferrari,11.0,14.0,14,Lapped,0.0,2024,British Grand Prix,12
BOT,Kick Sauber,16.0,15.0,15,Lapped,0.0,2024,British Grand Prix,12
OCO,Alpine,18.0,16.0,16,Lapped,0.0,2024,British Grand Prix,12
PER,Red Bull Racing,20.0,17.0,17,Lapped,0.0,2024,British Grand Prix,12
ZHO,Kick Sauber,14.0,18.0,18,Lapped,0.0,2024,British Grand Prix,12
RUS,Mercedes,1.0,19.0,R,Retired,0.0,2024,British Grand Prix,12
GAS,Alpine,19.0,20.0,W,Did not start,0.0,2024,British Grand Prix,12
PIA,McLaren,2.0,1.0,1,Finished,25.0,2024,Hungarian Grand Prix,13
NOR,McLaren,1.0,2.0,2,Finished,18.0,2024,Hungarian Grand Prix,13
HAM,Mercedes,5.0,3.0,3,Finished,15.0,2024,Hungarian Grand Prix,13
LEC,Ferrari,6.0,4.0,4,Finished,12.0,2024,Hungarian Grand Prix,13
VER,Red Bull Racing,3.0,5.0,5,Finished,10.0,2024,Hungarian Grand Prix,13
SAI,Ferrari,4.0,6.0,6,Finished,8.0,2024,Hungarian Grand Prix,13
PER,Red Bull Racing,16.0,7.0,7,Finished,6.0,2024,Hungarian Grand Prix,13
RUS,Mercedes,17.0,8.0,8,Finished,5.0,2024,Hungarian Grand Prix,13
TSU,RB,10.0,9.0,9,Finished,2.0,2024,Hungarian Grand Prix,13
STR,Aston Martin,8.0,10.0,10,Finished,1.0,2024,Hungarian Grand Prix,13
ALO,Aston Martin,7.0,11.0,11,Finished,0.0,2024,Hungarian Grand Prix,13
RIC,RB,9.0,12.0,12,Lapped,0.0,2024,Hungarian Grand Prix,13
HUL,Haas F1 Team,11.0,13.0,13,Lapped,0.0,2024,Hungarian Grand Prix,13
ALB,Williams,13.0,14.0,14,Lapped,0.0,2024,Hungarian Grand Prix,13
MAG,Haas F1 Team,15.0,15.0,15,Lapped,0.0,2024,Hungarian Grand Prix,13
BOT,Kick Sauber,12.0,16.0,16,Lapped,0.0,2024,Hungarian Grand Prix,13
SAR,Williams,14.0,17.0,17,Lapped,0.0,2024,Hungarian Grand Prix,13
OCO,Alpine,19.0,18.0,18,Lapped,0.0,2024,Hungarian Grand Prix,13
ZHO,Kick Sauber,18.0,19.0,19,Lapped,0.0,2024,Hungarian Grand Prix,13
GAS,Alpine,20.0,20.0,R,Retired,0.0,2024,Hungarian Grand Prix,13
HAM,Mercedes,3.0,1.0,1,Finished,25.0,2024,Belgian Grand Prix,14
PIA,McLaren,5.0,2.0,2,Finished,18.0,2024,Belgian Grand Prix,14
LEC,Ferrari,1.0,3.0,3,Finished,15.0,2024,Belgian Grand Prix,14
VER,Red Bull Racing,11.0,4.0,4,Finished,12.0,2024,Belgian Grand Prix,14
NOR,McLaren,4.0,5.0,5,Finished,10.0,2024,Belgian Grand Prix,14
SAI,Ferrari,7.0,6.0,6,Finished,8.0,2024,Belgian Grand Prix,14
PER,Red Bull Racing,2.0,7.0,7,Finished,7.0,2024,Belgian Grand Prix,14
ALO,Aston Martin,8.0,8.0,8,Finished,4.0,2024,Belgian Grand Prix,14
OCO,Alpine,9.0,9.0,9,Finished,2.0,2024,Belgian Grand Prix,14
RIC,RB,13.0,10.0,10,Finished,1.0,2024,Belgian Grand Prix,14
STR,Aston Martin,15.0,11.0,11,Finished,0.0,2024,Belgian Grand Prix,14
ALB,Williams,10.0,12.0,12,Finished,0.0,2024,Belgian Grand Prix,14
GAS,Alpine,12.0,13.0,13,Finished,0.0,2024,Belgian Grand Prix,14
MAG,Haas F1 Team,17.0,14.0,14,Finished,0.0,2024,Belgian Grand Prix,14
BOT,Kick Sauber,14.0,15.0,15,Finished,0.0,2024,Belgian Grand Prix,14
TSU,RB,20.0,16.0,16,Finished,0.0,2024,Belgian Grand Prix,14
SAR,Williams,18.0,17.0,17,Finished,0.0,2024,Belgian Grand Prix,14
HUL,Haas F1 Team,16.0,18.0,18,Finished,0.0,2024,Belgian Grand Prix,14
ZHO,Kick Sauber,19.0,19.0,R,Retired,0.0,2024,Belgian Grand Prix,14
RUS,Mercedes,6.0,20.0,20,Disqualified,0.0,2024,Belgian Grand Prix,14
NOR,McLaren,1.0,1.0,1,Finished,26.0,2024,Dutch Grand Prix,15
VER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2024,Dutch Grand Prix,15
LEC,Ferrari,6.0,3.0,3,Finished,15.0,2024,Dutch Grand Prix,15
PIA,McLaren,3.0,4.0,4,Finished,12.0,2024,Dutch Grand Prix,15
SAI,Ferrari,10.0,5.0,5,Finished,10.0,2024,Dutch Grand Prix,15
PER,Red Bull Racing,5.0,6.0,6,Finished,8.0,2024,Dutch Grand Prix,15
RUS,Mercedes,4.0,7.0,7,Finished,6.0,2024,Dutch Grand Prix,15
HAM,Mercedes,14.0,8.0,8,Finished,4.0,2024,Dutch Grand Prix,15
GAS,Alpine,9.0,9.0,9,Lapped,2.0,2024,Dutch Grand Prix,15
ALO,Aston Martin,7.0,10.0,10,Lapped,1.0,2024,Dutch Grand Prix,15
HUL,Haas F1 Team,12.0,11.0,11,Lapped,0.0,2024,Dutch Grand Prix,15
RIC,RB,13.0,12.0,12,Lapped,0.0,2024,Dutch Grand Prix,15
STR,Aston Martin,8.0,13.0,13,Lapped,0.0,2024,Dutch Grand Prix,15
ALB,Williams,19.0,14.0,14,Lapped,0.0,2024,Dutch Grand Prix,15
OCO,Alpine,15.0,15.0,15,Lapped,0.0,2024,Dutch Grand Prix,15
SAR,Williams,18.0,16.0,16,Lapped,0.0,2024,Dutch Grand Prix,15
TSU,RB,11.0,17.0,17,Lapped,0.0,2024,Dutch Grand Prix,15
MAG,Haas F1 Team,20.0,18.0,18,Lapped,0.0,2024,Dutch Grand Prix,15
BOT,Kick Sauber,16.0,19.0,19,Lapped,0.0,2024,Dutch Grand Prix,15
ZHO,Kick Sauber,17.0,20.0,20,Lapped,0.0,2024,Dutch Grand Prix,15
LEC,Ferrari,4.0,1.0,1,Finished,25.0,2024,Italian Grand Prix,16
PIA,McLaren,2.0,2.0,2,Finished,18.0,2024,Italian Grand Prix,16
NOR,McLaren,1.0,3.0,3,Finished,16.0,2024,Italian Grand Prix,16
SAI,Ferrari,5.0,4.0,4,Finished,12.0,2024,Italian Grand Prix,16
HAM,Mercedes,6.0,5.0,5,Finished,10.0,2024,Italian Grand Prix,16
VER,Red Bull Racing,7.0,6.0,6,Finished,8.0,2024,Italian Grand Prix,16
RUS,Mercedes,3.0,7.0,7,Finished,6.0,2024,Italian Grand Prix,16
PER,Red Bull Racing,8.0,8.0,8,Finished,4.0,2024,Italian Grand Prix,16
ALB,Williams,9.0,9.0,9,Finished,2.0,2024,Italian Grand Prix,16
MAG,Haas F1 Team,13.0,10.0,10,Finished,1.0,2024,Italian Grand Prix,16
ALO,Aston Martin,11.0,11.0,11,Finished,0.0,2024,Italian Grand Prix,16
COL,Williams,18.0,12.0,12,Finished,0.0,2024,Italian Grand Prix,16
RIC,RB,12.0,13.0,13,Finished,0.0,2024,Italian Grand Prix,16
OCO,Alpine,15.0,14.0,14,Lapped,0.0,2024,Italian Grand Prix,16
GAS,Alpine,14.0,15.0,15,Lapped,0.0,2024,Italian Grand Prix,16
BOT,Kick Sauber,19.0,16.0,16,Lapped,0.0,2024,Italian Grand Prix,16
HUL,Haas F1 Team,10.0,17.0,17,Lapped,0.0,2024,Italian Grand Prix,16
ZHO,Kick Sauber,20.0,18.0,18,Lapped,0.0,2024,Italian Grand Prix,16
STR,Aston Martin,17.0,19.0,19,Lapped,0.0,2024,Italian Grand Prix,16
TSU,RB,16.0,20.0,R,Retired,0.0,2024,Italian Grand Prix,16
PIA,McLaren,2.0,1.0,1,Finished,25.0,2024,Azerbaijan Grand Prix,17
LEC,Ferrari,1.0,2.0,2,Finished,18.0,2024,Azerbaijan Grand Prix,17
RUS,Mercedes,5.0,3.0,3,Finished,15.0,2024,Azerbaijan Grand Prix,17
NOR,McLaren,15.0,4.0,4,Finished,13.0,2024,Azerbaijan Grand Prix,17
VER,Red Bull Racing,6.0,5.0,5,Finished,10.0,2024,Azerbaijan Grand Prix,17
ALO,Aston Martin,7.0,6.0,6,Finished,8.0,2024,Azerbaijan Grand Prix,17
ALB,Williams,9.0,7.0,7,Finished,6.0,2024,Azerbaijan Grand Prix,17
COL,Williams,8.0,8.0,8,Finished,4.0,2024,Azerbaijan Grand Prix,17
HAM,Mercedes,19.0,9.0,9,Finished,2.0,2024,Azerbaijan Grand Prix,17
BEA,Haas F1 Team,10.0,10.0,10,Finished,1.0,2024,Azerbaijan Grand Prix,17
HUL,Haas F1 Team,12.0,11.0,11,Finished,0.0,2024,Azerbaijan Grand Prix,17
GAS,Alpine,18.0,12.0,12,Finished,0.0,2024,Azerbaijan Grand Prix,17
RIC,RB,14.0,13.0,13,Finished,0.0,2024,Azerbaijan Grand Prix,17
ZHO,Kick Sauber,17.0,14.0,14,Finished,0.0,2024,Azerbaijan Grand Prix,17
OCO,Alpine,20.0,15.0,15,Lapped,0.0,2024,Azerbaijan Grand Prix,17
BOT,Kick Sauber,16.0,16.0,16,Lapped,0.0,2024,Azerbaijan Grand Prix,17
PER,Red Bull Racing,4.0,17.0,17,Retired,0.0,2024,Azerbaijan Grand Prix,17
SAI,Ferrari,3.0,18.0,18,Retired,0.0,2024,Azerbaijan Grand Prix,17
STR,Aston Martin,13.0,19.0,19,Retired,0.0,2024,Azerbaijan Grand Prix,17
TSU,RB,11.0,20.0,R,Retired,0.0,2024,Azerbaijan Grand Prix,17
NOR,McLaren,1.0,1.0,1,Finished,25.0,2024,Singapore Grand Prix,18
VER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2024,Singapore Grand Prix,18
PIA,McLaren,5.0,3.0,3,Finished,15.0,2024,Singapore Grand Prix,18
RUS,Mercedes,4.0,4.0,4,Finished,12.0,2024,Singapore Grand Prix,18
LEC,Ferrari,9.0,5.0,5,Finished,10.0,2024,Singapore Grand Prix,18
HAM,Mercedes,3.0,6.0,6,Finished,8.0,2024,Singapore Grand Prix,18
SAI,Ferrari,10.0,7.0,7,Finished,6.0,2024,Singapore Grand Prix,18
ALO,Aston Martin,7.0,8.0,8,Lapped,4.0,2024,Singapore Grand Prix,18
HUL,Haas F1 Team,6.0,9.0,9,Lapped,2.0,2024,Singapore Grand Prix,18
