Driver,Team,GridPosition,Position,ClassifiedPosition,Status,Points,Season,Race,RoundNumber
MSC,Haas F1 Team,18.0,16.0,16,+1 Lap,0.0,2021,Bahrain Grand Prix,1
GAS,AlphaTauri,5.0,17.0,17,Retired,0.0,2021,Bahrain Grand Prix,1
LAT,Williams,17.0,18.0,18,Retired,0.0,2021,Bahrain Grand Prix,1
ALO,Alpine,9.0,19.0,R,Brakes,0.0,2021,Bahrain Grand Prix,1
MAZ,Haas F1 Team,19.0,20.0,R,Accident,0.0,2021,Bahrain Grand Prix,1
VER,Red Bull Racing,3.0,1.0,1,Finished,25.0,2021,Emilia Romagna Grand Prix,2
HAM,Mercedes,1.0,2.0,2,Finished,19.0,2021,Emilia Romagna Grand Prix,2
NOR,McLaren,7.0,3.0,3,Finished,15.0,2021,Emilia Romagna Grand Prix,2
LEC,Ferrari,4.0,4.0,4,Finished,12.0,2021,Emilia Romagna Grand Prix,2
SAI,Ferrari,11.0,5.0,5,Finished,10.0,2021,Emilia Romagna Grand Prix,2
RIC,McLaren,6.0,6.0,6,Finished,8.0,2021,Emilia Romagna Grand Prix,2
GAS,AlphaTauri,5.0,7.0,7,Finished,6.0,2021,Emilia Romagna Grand Prix,2
STR,Aston Martin,10.0,8.0,8,Finished,4.0,2021,Emilia Romagna Grand Prix,2
OCO,Alpine,9.0,9.0,9,Finished,2.0,2021,Emilia Romagna Grand Prix,2
ALO,Alpine,15.0,10.0,10,Finished,1.0,2021,Emilia Romagna Grand Prix,2
PER,Red Bull Racing,2.0,11.0,11,Finished,0.0,2021,Emilia Romagna Grand Prix,2
TSU,AlphaTauri,20.0,12.0,12,Finished,0.0,2021,Emilia Romagna Grand Prix,2
RAI,Alfa Romeo Racing,16.0,13.0,13,Finished,0.0,2021,Emilia Romagna Grand Prix,2
GIO,Alfa Romeo Racing,17.0,14.0,14,+1 Lap,0.0,2021,Emilia Romagna Grand Prix,2
VET,Aston Martin,0.0,15.0,15,Gearbox,0.0,2021,Emilia Romagna Grand Prix,2
MSC,Haas F1 Team,18.0,16.0,16,+2 Laps,0.0,2021,Emilia Romagna Grand Prix,2
MAZ,Haas F1 Team,19.0,17.0,17,+2 Laps,0.0,2021,Emilia Romagna Grand Prix,2
BOT,Mercedes,8.0,18.0,R,Collision,0.0,2021,Emilia Romagna Grand Prix,2
RUS,Williams,12.0,19.0,R,Collision,0.0,2021,Emilia Romagna Grand Prix,2
LAT,Williams,14.0,20.0,R,Collision,0.0,2021,Emilia Romagna Grand Prix,2
HAM,Mercedes,2.0,1.0,1,Finished,25.0,2021,Portuguese Grand Prix,3
VER,Red Bull Racing,3.0,2.0,2,Finished,18.0,2021,Portuguese Grand Prix,3
BOT,Mercedes,1.0,3.0,3,Finished,16.0,2021,Portuguese Grand Prix,3
PER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2021,Portuguese Grand Prix,3
NOR,McLaren,7.0,5.0,5,Finished,10.0,2021,Portuguese Grand Prix,3
LEC,Ferrari,8.0,6.0,6,Finished,8.0,2021,Portuguese Grand Prix,3
OCO,Alpine,6.0,7.0,7,Finished,6.0,2021,Portuguese Grand Prix,3
ALO,Alpine,13.0,8.0,8,Finished,4.0,2021,Portuguese Grand Prix,3
RIC,McLaren,16.0,9.0,9,Finished,2.0,2021,Portuguese Grand Prix,3
GAS,AlphaTauri,9.0,10.0,10,Finished,1.0,2021,Portuguese Grand Prix,3
SAI,Ferrari,5.0,11.0,11,Finished,0.0,2021,Portuguese Grand Prix,3
GIO,Alfa Romeo Racing,12.0,12.0,12,+1 Lap,0.0,2021,Portuguese Grand Prix,3
VET,Aston Martin,10.0,13.0,13,+1 Lap,0.0,2021,Portuguese Grand Prix,3
STR,Aston Martin,17.0,14.0,14,+1 Lap,0.0,2021,Portuguese Grand Prix,3
TSU,AlphaTauri,14.0,15.0,15,+1 Lap,0.0,2021,Portuguese Grand Prix,3
RUS,Williams,11.0,16.0,16,+1 Lap,0.0,2021,Portuguese Grand Prix,3
MSC,Haas F1 Team,19.0,17.0,17,+2 Laps,0.0,2021,Portuguese Grand Prix,3
LAT,Williams,18.0,18.0,18,+2 Laps,0.0,2021,Portuguese Grand Prix,3
MAZ,Haas F1 Team,20.0,19.0,19,+2 Laps,0.0,2021,Portuguese Grand Prix,3
RAI,Alfa Romeo Racing,15.0,20.0,R,Collision damage,0.0,2021,Portuguese Grand Prix,3
HAM,Mercedes,1.0,1.0,1,Finished,25.0,2021,Spanish Grand Prix,4
VER,Red Bull Racing,2.0,2.0,2,Finished,19.0,2021,Spanish Grand Prix,4
BOT,Mercedes,3.0,3.0,3,Finished,15.0,2021,Spanish Grand Prix,4
LEC,Ferrari,4.0,4.0,4,Finished,12.0,2021,Spanish Grand Prix,4
PER,Red Bull Racing,8.0,5.0,5,Finished,10.0,2021,Spanish Grand Prix,4
RIC,McLaren,7.0,6.0,6,Finished,8.0,2021,Spanish Grand Prix,4
SAI,Ferrari,6.0,7.0,7,Finished,6.0,2021,Spanish Grand Prix,4
NOR,McLaren,9.0,8.0,8,+1 Lap,4.0,2021,Spanish Grand Prix,4
OCO,Alpine,5.0,9.0,9,+1 Lap,2.0,2021,Spanish Grand Prix,4
GAS,AlphaTauri,12.0,10.0,10,+1 Lap,1.0,2021,Spanish Grand Prix,4
STR,Aston Martin,11.0,11.0,11,+1 Lap,0.0,2021,Spanish Grand Prix,4
RAI,Alfa Romeo Racing,17.0,12.0,12,+1 Lap,0.0,2021,Spanish Grand Prix,4
VET,Aston Martin,13.0,13.0,13,+1 Lap,0.0,2021,Spanish Grand Prix,4
RUS,Williams,15.0,14.0,14,+1 Lap,0.0,2021,Spanish Grand Prix,4
GIO,Alfa Romeo Racing,14.0,15.0,15,+1 Lap,0.0,2021,Spanish Grand Prix,4
LAT,Williams,19.0,16.0,16,+1 Lap,0.0,2021,Spanish Grand Prix,4
ALO,Alpine,10.0,17.0,17,+1 Lap,0.0,2021,Spanish Grand Prix,4
MSC,Haas F1 Team,18.0,18.0,18,+2 Laps,0.0,2021,Spanish Grand Prix,4
MAZ,Haas F1 Team,20.0,19.0,19,+2 Laps,0.0,2021,Spanish Grand Prix,4
TSU,AlphaTauri,16.0,20.0,R,Electrical,0.0,2021,Spanish Grand Prix,4
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2021,Monaco Grand Prix,5
SAI,Ferrari,4.0,2.0,2,Finished,18.0,2021,Monaco Grand Prix,5
NOR,McLaren,5.0,3.0,3,Finished,15.0,2021,Monaco Grand Prix,5
PER,Red Bull Racing,9.0,4.0,4,Finished,12.0,2021,Monaco Grand Prix,5
VET,Aston Martin,8.0,5.0,5,Finished,10.0,2021,Monaco Grand Prix,5
GAS,AlphaTauri,6.0,6.0,6,Finished,8.0,2021,Monaco Grand Prix,5
HAM,Mercedes,7.0,7.0,7,Finished,7.0,2021,Monaco Grand Prix,5
STR,Aston Martin,13.0,8.0,8,+1 Lap,4.0,2021,Monaco Grand Prix,5
OCO,Alpine,11.0,9.0,9,+1 Lap,2.0,2021,Monaco Grand Prix,5
GIO,Alfa Romeo Racing,10.0,10.0,10,+1 Lap,1.0,2021,Monaco Grand Prix,5
RAI,Alfa Romeo Racing,14.0,11.0,11,+1 Lap,0.0,2021,Monaco Grand Prix,5
RIC,McLaren,12.0,12.0,12,+1 Lap,0.0,2021,Monaco Grand Prix,5
ALO,Alpine,17.0,13.0,13,+1 Lap,0.0,2021,Monaco Grand Prix,5
RUS,Williams,15.0,14.0,14,+1 Lap,0.0,2021,Monaco Grand Prix,5
LAT,Williams,18.0,15.0,15,+1 Lap,0.0,2021,Monaco Grand Prix,5
TSU,AlphaTauri,16.0,16.0,16,+1 Lap,0.0,2021,Monaco Grand Prix,5
MAZ,Haas F1 Team,19.0,17.0,17,+3 Laps,0.0,2021,Monaco Grand Prix,5
MSC,Haas F1 Team,20.0,18.0,18,+3 Laps,0.0,2021,Monaco Grand Prix,5
BOT,Mercedes,3.0,19.0,R,Wheel nut,0.0,2021,Monaco Grand Prix,5
LEC,Ferrari,1.0,20.0,W,Driveshaft,0.0,2021,Monaco Grand Prix,5
PER,Red Bull Racing,6.0,1.0,1,Finished,25.0,2021,Azerbaijan Grand Prix,6
VET,Aston Martin,11.0,2.0,2,Finished,18.0,2021,Azerbaijan Grand Prix,6
GAS,AlphaTauri,4.0,3.0,3,Finished,15.0,2021,Azerbaijan Grand Prix,6
LEC,Ferrari,1.0,4.0,4,Finished,12.0,2021,Azerbaijan Grand Prix,6
NOR,McLaren,9.0,5.0,5,Finished,10.0,2021,Azerbaijan Grand Prix,6
ALO,Alpine,8.0,6.0,6,Finished,8.0,2021,Azerbaijan Grand Prix,6
TSU,AlphaTauri,7.0,7.0,7,Finished,6.0,2021,Azerbaijan Grand Prix,6
SAI,Ferrari,5.0,8.0,8,Finished,4.0,2021,Azerbaijan Grand Prix,6
RIC,McLaren,13.0,9.0,9,Finished,2.0,2021,Azerbaijan Grand Prix,6
RAI,Alfa Romeo Racing,14.0,10.0,10,Finished,1.0,2021,Azerbaijan Grand Prix,6
GIO,Alfa Romeo Racing,20.0,11.0,11,Finished,0.0,2021,Azerbaijan Grand Prix,6
BOT,Mercedes,10.0,12.0,12,Finished,0.0,2021,Azerbaijan Grand Prix,6
MSC,Haas F1 Team,17.0,13.0,13,Finished,0.0,2021,Azerbaijan Grand Prix,6
MAZ,Haas F1 Team,18.0,14.0,14,Finished,0.0,2021,Azerbaijan Grand Prix,6
HAM,Mercedes,2.0,15.0,15,Finished,0.0,2021,Azerbaijan Grand Prix,6
LAT,Williams,16.0,16.0,16,Finished,0.0,2021,Azerbaijan Grand Prix,6
RUS,Williams,15.0,17.0,R,Gearbox,0.0,2021,Azerbaijan Grand Prix,6
VER,Red Bull Racing,3.0,18.0,R,Accident,0.0,2021,Azerbaijan Grand Prix,6
STR,Aston Martin,19.0,19.0,R,Accident,0.0,2021,Azerbaijan Grand Prix,6
OCO,Alpine,12.0,20.0,R,Turbo,0.0,2021,Azerbaijan Grand Prix,6
VER,Red Bull Racing,1.0,1.0,1,Finished,26.0,2021,French Grand Prix,7
HAM,Mercedes,2.0,2.0,2,Finished,18.0,2021,French Grand Prix,7
PER,Red Bull Racing,4.0,3.0,3,Finished,15.0,2021,French Grand Prix,7
BOT,Mercedes,3.0,4.0,4,Finished,12.0,2021,French Grand Prix,7
NOR,McLaren,8.0,5.0,5,Finished,10.0,2021,French Grand Prix,7
RIC,McLaren,10.0,6.0,6,Finished,8.0,2021,French Grand Prix,7
GAS,AlphaTauri,6.0,7.0,7,Finished,6.0,2021,French Grand Prix,7
ALO,Alpine,9.0,8.0,8,Finished,4.0,2021,French Grand Prix,7
VET,Aston Martin,12.0,9.0,9,Finished,2.0,2021,French Grand Prix,7
STR,Aston Martin,19.0,10.0,10,Finished,1.0,2021,French Grand Prix,7
SAI,Ferrari,5.0,11.0,11,Finished,0.0,2021,French Grand Prix,7
RUS,Williams,14.0,12.0,12,+1 Lap,0.0,2021,French Grand Prix,7
TSU,AlphaTauri,0.0,13.0,13,+1 Lap,0.0,2021,French Grand Prix,7
OCO,Alpine,11.0,14.0,14,+1 Lap,0.0,2021,French Grand Prix,7
GIO,Alfa Romeo Racing,13.0,15.0,15,+1 Lap,0.0,2021,French Grand Prix,7
LEC,Ferrari,7.0,16.0,16,+1 Lap,0.0,2021,French Grand Prix,7
RAI,Alfa Romeo Racing,17.0,17.0,17,+1 Lap,0.0,2021,French Grand Prix,7
LAT,Williams,16.0,18.0,18,+1 Lap,0.0,2021,French Grand Prix,7
MSC,Haas F1 Team,15.0,19.0,19,+1 Lap,0.0,2021,French Grand Prix,7
MAZ,Haas F1 Team,18.0,20.0,20,+1 Lap,0.0,2021,French Grand Prix,7
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2021,Styrian Grand Prix,8
HAM,Mercedes,2.0,2.0,2,Finished,19.0,2021,Styrian Grand Prix,8
BOT,Mercedes,5.0,3.0,3,Finished,15.0,2021,Styrian Grand Prix,8
PER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2021,Styrian Grand Prix,8
NOR,McLaren,3.0,5.0,5,+1 Lap,10.0,2021,Styrian Grand Prix,8
SAI,Ferrari,12.0,6.0,6,+1 Lap,8.0,2021,Styrian Grand Prix,8
LEC,Ferrari,7.0,7.0,7,+1 Lap,6.0,2021,Styrian Grand Prix,8
STR,Aston Martin,9.0,8.0,8,+1 Lap,4.0,2021,Styrian Grand Prix,8
ALO,Alpine,8.0,9.0,9,+1 Lap,2.0,2021,Styrian Grand Prix,8
TSU,AlphaTauri,11.0,10.0,10,+1 Lap,1.0,2021,Styrian Grand Prix,8
RAI,Alfa Romeo Racing,18.0,11.0,11,+1 Lap,0.0,2021,Styrian Grand Prix,8
VET,Aston Martin,14.0,12.0,12,+1 Lap,0.0,2021,Styrian Grand Prix,8
RIC,McLaren,13.0,13.0,13,+1 Lap,0.0,2021,Styrian Grand Prix,8
OCO,Alpine,17.0,14.0,14,+1 Lap,0.0,2021,Styrian Grand Prix,8
GIO,Alfa Romeo Racing,15.0,15.0,15,+1 Lap,0.0,2021,Styrian Grand Prix,8
MSC,Haas F1 Team,19.0,16.0,16,+2 Laps,0.0,2021,Styrian Grand Prix,8
LAT,Williams,16.0,17.0,17,+3 Laps,0.0,2021,Styrian Grand Prix,8
MAZ,Haas F1 Team,20.0,18.0,18,+3 Laps,0.0,2021,Styrian Grand Prix,8
RUS,Williams,10.0,19.0,R,Engine,0.0,2021,Styrian Grand Prix,8
GAS,AlphaTauri,6.0,20.0,R,Collision,0.0,2021,Styrian Grand Prix,8
VER,Red Bull Racing,1.0,1.0,1,Finished,26.0,2021,Austrian Grand Prix,9
BOT,Mercedes,5.0,2.0,2,Finished,18.0,2021,Austrian Grand Prix,9
NOR,McLaren,2.0,3.0,3,Finished,15.0,2021,Austrian Grand Prix,9
HAM,Mercedes,4.0,4.0,4,Finished,12.0,2021,Austrian Grand Prix,9
SAI,Ferrari,10.0,5.0,5,Finished,10.0,2021,Austrian Grand Prix,9
PER,Red Bull Racing,3.0,6.0,6,Finished,8.0,2021,Austrian Grand Prix,9
RIC,McLaren,13.0,7.0,7,Finished,6.0,2021,Austrian Grand Prix,9
LEC,Ferrari,12.0,8.0,8,Finished,4.0,2021,Austrian Grand Prix,9
GAS,AlphaTauri,6.0,9.0,9,Finished,2.0,2021,Austrian Grand Prix,9
ALO,Alpine,14.0,10.0,10,+1 Lap,1.0,2021,Austrian Grand Prix,9
RUS,Williams,8.0,11.0,11,+1 Lap,0.0,2021,Austrian Grand Prix,9
TSU,AlphaTauri,7.0,12.0,12,+1 Lap,0.0,2021,Austrian Grand Prix,9
STR,Aston Martin,9.0,13.0,13,+1 Lap,0.0,2021,Austrian Grand Prix,9
GIO,Alfa Romeo Racing,15.0,14.0,14,+1 Lap,0.0,2021,Austrian Grand Prix,9
RAI,Alfa Romeo Racing,16.0,15.0,15,+1 Lap,0.0,2021,Austrian Grand Prix,9
LAT,Williams,18.0,16.0,16,+1 Lap,0.0,2021,Austrian Grand Prix,9
VET,Aston Martin,11.0,17.0,17,Collision,0.0,2021,Austrian Grand Prix,9
MSC,Haas F1 Team,19.0,18.0,18,+2 Laps,0.0,2021,Austrian Grand Prix,9
MAZ,Haas F1 Team,20.0,19.0,19,+2 Laps,0.0,2021,Austrian Grand Prix,9
OCO,Alpine,17.0,20.0,R,Collision,0.0,2021,Austrian Grand Prix,9
HAM,Mercedes,2.0,1.0,1,Finished,25.0,2021,British Grand Prix,10
LEC,Ferrari,4.0,2.0,2,Finished,18.0,2021,British Grand Prix,10
BOT,Mercedes,3.0,3.0,3,Finished,15.0,2021,British Grand Prix,10
NOR,McLaren,5.0,4.0,4,Finished,12.0,2021,British Grand Prix,10
RIC,McLaren,6.0,5.0,5,Finished,10.0,2021,British Grand Prix,10
SAI,Ferrari,10.0,6.0,6,Finished,8.0,2021,British Grand Prix,10
ALO,Alpine,7.0,7.0,7,Finished,6.0,2021,British Grand Prix,10
STR,Aston Martin,14.0,8.0,8,Finished,4.0,2021,British Grand Prix,10
OCO,Alpine,9.0,9.0,9,Finished,2.0,2021,British Grand Prix,10
TSU,AlphaTauri,16.0,10.0,10,Finished,1.0,2021,British Grand Prix,10
GAS,AlphaTauri,11.0,11.0,11,Finished,0.0,2021,British Grand Prix,10
RUS,Williams,12.0,12.0,12,+1 Lap,0.0,2021,British Grand Prix,10
GIO,Alfa Romeo Racing,15.0,13.0,13,+1 Lap,0.0,2021,British Grand Prix,10
LAT,Williams,17.0,14.0,14,+1 Lap,0.0,2021,British Grand Prix,10
RAI,Alfa Romeo Racing,13.0,15.0,15,+1 Lap,0.0,2021,British Grand Prix,10
PER,Red Bull Racing,0.0,16.0,16,+1 Lap,0.0,2021,British Grand Prix,10
MAZ,Haas F1 Team,19.0,17.0,17,+1 Lap,0.0,2021,British Grand Prix,10
MSC,Haas F1 Team,18.0,18.0,18,+1 Lap,0.0,2021,British Grand Prix,10
VET,Aston Martin,8.0,19.0,R,Retired,0.0,2021,British Grand Prix,10
VER,Red Bull Racing,1.0,20.0,R,Collision,0.0,2021,British Grand Prix,10
OCO,Alpine,8.0,1.0,1,Finished,25.0,2021,Hungarian Grand Prix,11
HAM,Mercedes,1.0,2.0,2,Finished,18.0,2021,Hungarian Grand Prix,11
SAI,Ferrari,15.0,3.0,3,Finished,15.0,2021,Hungarian Grand Prix,11
ALO,Alpine,9.0,4.0,4,Finished,12.0,2021,Hungarian Grand Prix,11
GAS,AlphaTauri,5.0,5.0,5,Finished,11.0,2021,Hungarian Grand Prix,11
TSU,AlphaTauri,16.0,6.0,6,Finished,8.0,2021,Hungarian Grand Prix,11
LAT,Williams,18.0,7.0,7,Finished,6.0,2021,Hungarian Grand Prix,11
RUS,Williams,17.0,8.0,8,Finished,4.0,2021,Hungarian Grand Prix,11
VER,Red Bull Racing,3.0,9.0,9,Finished,2.0,2021,Hungarian Grand Prix,11
RAI,Alfa Romeo Racing,13.0,10.0,10,+1 Lap,1.0,2021,Hungarian Grand Prix,11
RIC,McLaren,11.0,11.0,11,+1 Lap,0.0,2021,Hungarian Grand Prix,11
MSC,Haas F1 Team,20.0,12.0,12,+1 Lap,0.0,2021,Hungarian Grand Prix,11
GIO,Alfa Romeo Racing,0.0,13.0,13,+1 Lap,0.0,2021,Hungarian Grand Prix,11
MAZ,Haas F1 Team,19.0,14.0,R,Collision,0.0,2021,Hungarian Grand Prix,11
NOR,McLaren,6.0,15.0,R,Collision,0.0,2021,Hungarian Grand Prix,11
BOT,Mercedes,2.0,16.0,R,Collision,0.0,2021,Hungarian Grand Prix,11
PER,Red Bull Racing,4.0,17.0,R,Collision,0.0,2021,Hungarian Grand Prix,11
LEC,Ferrari,7.0,18.0,R,Collision,0.0,2021,Hungarian Grand Prix,11
STR,Aston Martin,12.0,19.0,R,Collision,0.0,2021,Hungarian Grand Prix,11
VET,Aston Martin,10.0,20.0,D,Disqualified,0.0,2021,Hungarian Grand Prix,11
VER,Red Bull Racing,1.0,1.0,1,Finished,12.5,2021,Belgian Grand Prix,12
RUS,Williams,2.0,2.0,2,Finished,9.0,2021,Belgian Grand Prix,12
HAM,Mercedes,3.0,3.0,3,Finished,7.5,2021,Belgian Grand Prix,12
RIC,McLaren,4.0,4.0,4,Finished,6.0,2021,Belgian Grand Prix,12
VET,Aston Martin,5.0,5.0,5,Finished,5.0,2021,Belgian Grand Prix,12
GAS,AlphaTauri,6.0,6.0,6,Finished,4.0,2021,Belgian Grand Prix,12
OCO,Alpine,8.0,7.0,7,Finished,3.0,2021,Belgian Grand Prix,12
LEC,Ferrari,9.0,8.0,8,Finished,2.0,2021,Belgian Grand Prix,12
LAT,Williams,10.0,9.0,9,Finished,1.0,2021,Belgian Grand Prix,12
SAI,Ferrari,11.0,10.0,10,Finished,0.5,2021,Belgian Grand Prix,12
ALO,Alpine,12.0,11.0,11,Finished,0.0,2021,Belgian Grand Prix,12
BOT,Mercedes,13.0,12.0,12,Finished,0.0,2021,Belgian Grand Prix,12
GIO,Alfa Romeo Racing,14.0,13.0,13,Finished,0.0,2021,Belgian Grand Prix,12
NOR,McLaren,15.0,14.0,14,Finished,0.0,2021,Belgian Grand Prix,12
TSU,AlphaTauri,16.0,15.0,15,Finished,0.0,2021,Belgian Grand Prix,12
MSC,Haas F1 Team,17.0,16.0,16,Finished,0.0,2021,Belgian Grand Prix,12
MAZ,Haas F1 Team,18.0,17.0,17,Finished,0.0,2021,Belgian Grand Prix,12
RAI,Alfa Romeo Racing,0.0,18.0,18,Finished,0.0,2021,Belgian Grand Prix,12
PER,Red Bull Racing,0.0,19.0,19,Finished,0.0,2021,Belgian Grand Prix,12
STR,Aston Martin,19.0,20.0,20,Finished,0.0,2021,Belgian Grand Prix,12
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2021,Dutch Grand Prix,13
HAM,Mercedes,2.0,2.0,2,Finished,19.0,2021,Dutch Grand Prix,13
BOT,Mercedes,3.0,3.0,3,Finished,15.0,2021,Dutch Grand Prix,13
GAS,AlphaTauri,4.0,4.0,4,+1 Lap,12.0,2021,Dutch Grand Prix,13
LEC,Ferrari,5.0,5.0,5,+1 Lap,10.0,2021,Dutch Grand Prix,13
ALO,Alpine,9.0,6.0,6,+1 Lap,8.0,2021,Dutch Grand Prix,13
SAI,Ferrari,6.0,7.0,7,+1 Lap,6.0,2021,Dutch Grand Prix,13
PER,Red Bull Racing,0.0,8.0,8,+1 Lap,4.0,2021,Dutch Grand Prix,13
OCO,Alpine,8.0,9.0,9,+1 Lap,2.0,2021,Dutch Grand Prix,13
NOR,McLaren,13.0,10.0,10,+1 Lap,1.0,2021,Dutch Grand Prix,13
RIC,McLaren,10.0,11.0,11,+1 Lap,0.0,2021,Dutch Grand Prix,13
STR,Aston Martin,12.0,12.0,12,+2 Laps,0.0,2021,Dutch Grand Prix,13
VET,Aston Martin,15.0,13.0,13,+2 Laps,0.0,2021,Dutch Grand Prix,13
GIO,Alfa Romeo Racing,7.0,14.0,14,+2 Laps,0.0,2021,Dutch Grand Prix,13
KUB,Alfa Romeo Racing,16.0,15.0,15,+2 Laps,0.0,2021,Dutch Grand Prix,13
LAT,Williams,0.0,16.0,16,+2 Laps,0.0,2021,Dutch Grand Prix,13
RUS,Williams,11.0,17.0,17,Gearbox,0.0,2021,Dutch Grand Prix,13
MSC,Haas F1 Team,17.0,18.0,18,+3 Laps,0.0,2021,Dutch Grand Prix,13
TSU,AlphaTauri,14.0,19.0,R,Power Unit,0.0,2021,Dutch Grand Prix,13
MAZ,Haas F1 Team,18.0,20.0,R,Hydraulics,0.0,2021,Dutch Grand Prix,13
RIC,McLaren,2.0,1.0,1,Finished,26.0,2021,Italian Grand Prix,14
NOR,McLaren,3.0,2.0,2,Finished,18.0,2021,Italian Grand Prix,14
BOT,Mercedes,19.0,3.0,3,Finished,15.0,2021,Italian Grand Prix,14
LEC,Ferrari,5.0,4.0,4,Finished,12.0,2021,Italian Grand Prix,14
PER,Red Bull Racing,8.0,5.0,5,Finished,10.0,2021,Italian Grand Prix,14
SAI,Ferrari,6.0,6.0,6,Finished,8.0,2021,Italian Grand Prix,14
STR,Aston Martin,9.0,7.0,7,Finished,6.0,2021,Italian Grand Prix,14
ALO,Alpine,10.0,8.0,8,Finished,4.0,2021,Italian Grand Prix,14
RUS,Williams,14.0,9.0,9,Finished,2.0,2021,Italian Grand Prix,14
OCO,Alpine,12.0,10.0,10,Finished,1.0,2021,Italian Grand Prix,14
LAT,Williams,13.0,11.0,11,Finished,0.0,2021,Italian Grand Prix,14
VET,Aston Martin,11.0,12.0,12,Finished,0.0,2021,Italian Grand Prix,14
GIO,Alfa Romeo Racing,7.0,13.0,13,Finished,0.0,2021,Italian Grand Prix,14
KUB,Alfa Romeo Racing,17.0,14.0,14,Finished,0.0,2021,Italian Grand Prix,14
MSC,Haas F1 Team,18.0,15.0,15,Finished,0.0,2021,Italian Grand Prix,14
MAZ,Haas F1 Team,16.0,16.0,R,Power Unit,0.0,2021,Italian Grand Prix,14
HAM,Mercedes,4.0,17.0,R,Collision,0.0,2021,Italian Grand Prix,14
VER,Red Bull Racing,1.0,18.0,R,Collision,0.0,2021,Italian Grand Prix,14
GAS,AlphaTauri,0.0,19.0,R,Suspension,0.0,2021,Italian Grand Prix,14
TSU,AlphaTauri,0.0,20.0,W,Brakes,0.0,2021,Italian Grand Prix,14
HAM,Mercedes,4.0,1.0,1,Finished,25.0,2021,Russian Grand Prix,15
VER,Red Bull Racing,20.0,2.0,2,Finished,18.0,2021,Russian Grand Prix,15
SAI,Ferrari,2.0,3.0,3,Finished,15.0,2021,Russian Grand Prix,15
RIC,McLaren,5.0,4.0,4,Finished,12.0,2021,Russian Grand Prix,15
BOT,Mercedes,16.0,5.0,5,Finished,10.0,2021,Russian Grand Prix,15
ALO,Alpine,6.0,6.0,6,Finished,8.0,2021,Russian Grand Prix,15
NOR,McLaren,1.0,7.0,7,Finished,7.0,2021,Russian Grand Prix,15
RAI,Alfa Romeo Racing,13.0,8.0,8,Finished,4.0,2021,Russian Grand Prix,15
PER,Red Bull Racing,8.0,9.0,9,Finished,2.0,2021,Russian Grand Prix,15
RUS,Williams,3.0,10.0,10,Finished,1.0,2021,Russian Grand Prix,15
STR,Aston Martin,7.0,11.0,11,Finished,0.0,2021,Russian Grand Prix,15
VET,Aston Martin,10.0,12.0,12,+1 Lap,0.0,2021,Russian Grand Prix,15
GAS,AlphaTauri,11.0,13.0,13,+1 Lap,0.0,2021,Russian Grand Prix,15
OCO,Alpine,9.0,14.0,14,+1 Lap,0.0,2021,Russian Grand Prix,15
LEC,Ferrari,19.0,15.0,15,+1 Lap,0.0,2021,Russian Grand Prix,15
GIO,Alfa Romeo Racing,17.0,16.0,16,+1 Lap,0.0,2021,Russian Grand Prix,15
TSU,AlphaTauri,12.0,17.0,17,+1 Lap,0.0,2021,Russian Grand Prix,15
MAZ,Haas F1 Team,15.0,18.0,18,+2 Laps,0.0,2021,Russian Grand Prix,15
LAT,Williams,18.0,19.0,19,Accident,0.0,2021,Russian Grand Prix,15
MSC,Haas F1 Team,14.0,20.0,R,Oil leak,0.0,2021,Russian Grand Prix,15
BOT,Mercedes,1.0,1.0,1,Finished,26.0,2021,Turkish Grand Prix,16
VER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2021,Turkish Grand Prix,16
PER,Red Bull Racing,6.0,3.0,3,Finished,15.0,2021,Turkish Grand Prix,16
LEC,Ferrari,3.0,4.0,4,Finished,12.0,2021,Turkish Grand Prix,16
HAM,Mercedes,11.0,5.0,5,Finished,10.0,2021,Turkish Grand Prix,16
GAS,AlphaTauri,4.0,6.0,6,Finished,8.0,2021,Turkish Grand Prix,16
NOR,McLaren,7.0,7.0,7,Finished,6.0,2021,Turkish Grand Prix,16
SAI,Ferrari,19.0,8.0,8,Finished,4.0,2021,Turkish Grand Prix,16
STR,Aston Martin,8.0,9.0,9,Finished,2.0,2021,Turkish Grand Prix,16
OCO,Alpine,12.0,10.0,10,+1 Lap,1.0,2021,Turkish Grand Prix,16
GIO,Alfa Romeo Racing,16.0,11.0,11,+1 Lap,0.0,2021,Turkish Grand Prix,16
RAI,Alfa Romeo Racing,17.0,12.0,12,+1 Lap,0.0,2021,Turkish Grand Prix,16
RIC,McLaren,20.0,13.0,13,+1 Lap,0.0,2021,Turkish Grand Prix,16
TSU,AlphaTauri,9.0,14.0,14,+1 Lap,0.0,2021,Turkish Grand Prix,16
RUS,Williams,13.0,15.0,15,+1 Lap,0.0,2021,Turkish Grand Prix,16
ALO,Alpine,5.0,16.0,16,+1 Lap,0.0,2021,Turkish Grand Prix,16
LAT,Williams,15.0,17.0,17,+1 Lap,0.0,2021,Turkish Grand Prix,16
